,,,,,,ProStream OUT,,,BB IN (163),,,,,,,,BB OUT (162),,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,SD720х576/ HD1920х1080,HIGH,SD640х480,MED,SD320х240/ HD1280х720,LOW,,,,,,,,
#,Канал,,фронтенд,вещает,записывается,Multicast address,port,SRC address,Multicast address,port,SRC address,source IN,визуальное качество IN,визуальное качество OUT,Res,AR,Multicast address,Port,Multicast address,Port,Multicast address,Port,SRC address,TS Port,url,,,,,Новый домен
channel_num,channel_name_ru,refname,,stream_fe,dvr_fe,prostream_mc_address,prostream_mc_port,prostream_mc_src_address,mc_in_address,mc_in_port,,,,,resolution,aspect_ratio,mc_1_out_address,mc_1_out_port,mc_2_out_address,mc_2_out_port,mc_3_out_address,mc_3_out_port,mc_out_src_address,ts_port,,,,,,
51,Союз,soyuz,fe02,sfe4,,,,,233.7.70.24,5000,,,,удовлетворительно,704x576,4:3,228.8.10.52,10052,228.8.9.52,9052,228.8.8.52,8052,,17051,http://sfe4.rt.bradburylab.tv/live/_definst_/smil:soyuz_sd.smil/playlist.m3u8,,228.8.8.52:8052,228.8.9.52:9052,228.8.10.52:10052,sfe4
52,Моя планета,mojaplaneta,fe02,sfe4,sfe4,,,,233.7.70.71,5000,,,,удовлетворительно,704x576,4:3,228.8.10.53,10053,228.8.9.53,9053,228.8.8.53,8053,,17052,http://sfe4.rt.bradburylab.tv/live/_definst_/smil:mojaplaneta_sd.smil/playlist.m3u8,http://sfe4.rt.bradburylab.tv/live/%02d_%02d_mojaplaneta_576p/playlist.m3u8?DVR&start=%d&duration=%d,228.8.8.53:8053,228.8.9.53:9053,228.8.10.53:10053,sfe4
53,Euronews,eronews,,sfe2,,,,,239.255.50.101,1234,,,,удовлетворительно,720x576,16:9,228.8.10.11,10011,228.8.9.11,9011,228.8.8.11,8011,,17053,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:eronews_sd.smil/playlist.m3u8,,228.8.8.11:8011,228.8.9.11:9011,228.8.10.11:10011,sfe2
54,Иллюзион +,illusionplus,,sfe2,sfe2,,,,233.132.142.48,1234,,,,удовлетворительно,720x576,4:3,228.8.10.14,10014,228.8.9.14,9014,228.8.8.14,8014,,17054,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:illusionplus_sd.smil/playlist.m3u8,http://sfe2.rt.bradburylab.tv/live/%02d_%02d_illusionplus_576p/playlist.m3u8?DVR&start=%d&duration=%d,228.8.8.14:8014,228.8.9.14:9014,228.8.10.14:10014,sfe2
55,Русский Иллюзион,rusillusion,,sfe2,sfe2,,,,233.132.142.26,1234,,,,удовлетворительно,720x576,4:3,228.8.10.15,10015,228.8.9.15,9015,228.8.8.15,8015,,17055,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:rusillusion_sd.smil/playlist.m3u8,http://sfe2.rt.bradburylab.tv/live/%02d_%02d_rusillusion_576p/playlist.m3u8?DVR&start=%d&duration=%d,228.8.8.15:8015,228.8.9.15:9015,228.8.10.15:10015,sfe2
56,Kids Co,kidsco,,sfe2,sfe2,,,,239.255.50.138,1234,,,,удовлетворительно,544x576,4:3,228.8.10.26,10026,228.8.9.26,9026,228.8.8.26,8026,,17056,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:kidsco_sd.smil/playlist.m3u8,http://sfe2.rt.bradburylab.tv/live/%02d_%02d_kidsco_576p/playlist.m3u8?DVR&start=%d&duration=%d,228.8.8.26:8026,228.8.9.26:9026,228.8.10.26:10026,sfe2
57,A-one,aone,,sfe2,,,,,239.255.50.14,1234,,,,удовлетворительно,544x576,4:3,228.8.10.36,10036,228.8.9.36,9036,228.8.8.36,8036,,17057,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:aone_sd.smil/playlist.m3u8,,228.8.8.36:8036,228.8.9.36:9036,228.8.10.36:10036,sfe2
58,Шансон ТВ,shansontv,,sfe2,,,,,239.2.255.75,2020,,,,удовлетворительно,544x576,4:3,228.8.10.41,10041,228.8.9.41,9041,228.8.8.41,8041,,17058,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:shansontv_sd.smil/playlist.m3u8,,228.8.8.41:8041,228.8.9.41:9041,228.8.10.41:10041,sfe2
59,Fashion TV,fashiontv,,sfe2,,,,,239.255.50.124,1234,,,,удовлетворительно,544x576,16:9,228.8.10.45,10045,228.8.9.45,9045,228.8.8.45,8045,,17059,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:fashiontv_sd.smil/playlist.m3u8,,228.8.8.45:8045,228.8.9.45:9045,228.8.10.45:10045,sfe2
60,Ля-минор,ljaminor,,sfe2,sfe2,,,,233.99.61.96,5000,,,,удовлетворительно,704x576,4:3,228.8.10.51,10051,228.8.9.51,9051,228.8.8.51,8051,,17060,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:ljaminor_sd.smil/playlist.m3u8,http://sfe2.rt.bradburylab.tv/live/%02d_%02d_ljaminor_576p/playlist.m3u8?DVR&start=%d&duration=%d,228.8.8.51:8051,228.8.9.51:9051,228.8.10.51:10051,sfe2
61,Спорт 2,sport2,,sfe2,sfe2,,,,239.32.0.50,5000,,,удовлетворительно,удовлетворительно,544x576,4:3,228.8.10.87,10087,228.8.9.87,9087,228.8.8.87,8087,,17061,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:sport2_sd.smil/playlist.m3u8,http://sfe2.rt.bradburylab.tv/live/%02d_%02d_sport2_576p/playlist.m3u8?DVR&start=%d&duration=%d,228.8.8.87:8087,228.8.9.87:9087,228.8.10.87:10087,sfe2
62,Футбол,footbol,,sfe2,sfe2,,,,233.99.61.235,5000,,,,удовлетворительно,544x576,4:3,228.8.10.59,10059,228.8.9.59,9059,228.8.8.59,8059,,17062,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:footbol_sd.smil/playlist.m3u8,http://sfe2.rt.bradburylab.tv/live/%02d_%02d_footbol_576p/playlist.m3u8?DVR&start=%d&duration=%d,228.8.8.59:8059,228.8.9.59:9059,228.8.10.59:10059,sfe2
63,Первый образовательный,pervyiobrazovatelniyi,,sfe2,,,,,239.2.255.38,2020,,,,удовлетворительно,720x576,4:3,228.8.10.60,10060,228.8.9.60,9060,228.8.8.60,8060,,17063,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:pervyiobrazovatelniyi_sd.smil/playlist.m3u8,,228.8.8.60:8060,228.8.9.60:9060,228.8.10.60:10060,sfe2
64,EUROPA PLUS TV,europaplustv,,sfe2,,,,,239.32.0.48,5000,,,удовлетворительно,удовлетворительно,704x576,4:3,228.8.10.61,10061,228.8.9.61,9061,228.8.8.61,8061,,17064,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:europaplustv_sd.smil/playlist.m3u8,,228.8.8.61:8061,228.8.9.61:9061,228.8.10.61:10061,sfe2
65,НСТВ,hctv,,sfe2,sfe2,,,,224.1.1.80,6000,,,,удовлетворительно,544x576,4:3,228.8.10.70,10070,228.8.9.70,9070,228.8.8.70,8070,,17065,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:hctv_sd.smil/playlist.m3u8,http://sfe2.rt.bradburylab.tv/live/%02d_%02d_hctv_576p/playlist.m3u8?DVR&start=%d&duration=%d,228.8.8.70:8070,228.8.9.70:9070,228.8.10.70:10070,sfe2
66,Спорт 1,sport1,,sfe2,sfe2,,,,233.7.70.75,5000,,,,удовлетворительно,720x576,16:9,228.8.10.71,10071,228.8.9.71,9071,228.8.8.71,8071,,17066,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:sport1_sd.smil/playlist.m3u8,http://sfe2.rt.bradburylab.tv/live/%02d_%02d_sport1_576p/playlist.m3u8?DVR&start=%d&duration=%d,228.8.8.71:8071,228.8.9.71:9071,228.8.10.71:10071,sfe2
67,КХЛ ,khl,,,,,,,233.7.70.37,5000,,,,удовлетворительно,720x576,4:3,228.8.10.72,10072,228.8.9.72,9072,228.8.8.72,8072,,17067,http://.rt.bradburylab.tv/live/_definst_/smil:khl_sd.smil/playlist.m3u8,,228.8.8.72:8072,228.8.9.72:9072,228.8.10.72:10072,sfe2
68,Авто плюс,avtoplus,,sfe2,sfe2,,,,224.1.1.84,6000,,,удовлетворительно,удовлетворительно,704x576,4:3,228.8.10.73,10073,228.8.9.73,9073,228.8.8.73,8073,,17068,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:avtoplus_sd.smil/playlist.m3u8,http://sfe2.rt.bradburylab.tv/live/%02d_%02d_avtoplus_576p/playlist.m3u8?DVR&start=%d&duration=%d,228.8.8.73:8073,228.8.9.73:9073,228.8.10.73:10073,sfe2
69,Боец,bojec,,sfe2,sfe2,,,,224.1.1.83,6000,,,удовлетворительно,удовлетворительно,704x576,4:3,228.8.10.74,10074,228.8.9.74,9074,228.8.8.74,8074,,17069,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:bojec_sd.smil/playlist.m3u8,http://sfe2.rt.bradburylab.tv/live/%02d_%02d_bojec_576p/playlist.m3u8?DVR&start=%d&duration=%d,228.8.8.74:8074,228.8.9.74:9074,228.8.10.74:10074,sfe5
70,Бойцовский клуб ,boycovskiyclub,,sfe2,,,,,239.32.0.73,5000,,,,удовлетворительно,544x576,4:3,228.8.10.75,10075,228.8.9.75,9075,228.8.8.75,8075,,17070,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:boycovskiyclub_sd.smil/playlist.m3u8,,228.8.8.75:8075,228.8.9.75:9075,228.8.10.75:10075,sfe5
71,Оружие,oruzhie,,sfe2,,,,,239.32.0.33,5000,,,удовлетворительно,удовлетворительно,720x576,4:3,228.8.10.76,10076,228.8.9.76,9076,228.8.8.76,8076,,17071,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:oruzhie_sd.smil/playlist.m3u8,,228.8.8.76:8076,228.8.9.76:9076,228.8.10.76:10076,sfe5
72,Еврокино,eurokino,,sfe2,,,,,239.32.0.45,5000,,,удовлетворительно,удовлетворительно,704x576,4:3,228.8.10.77,10077,228.8.9.77,9077,228.8.8.77,8077,,17072,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:eurokino_sd.smil/playlist.m3u8,,228.8.8.77:8077,228.8.9.77:9077,228.8.10.77:10077,sfe2
73,MCM TOP,mcmtop,,sfe2,,,,,239.255.50.125,1234,,,удовлетворительно,удовлетворительно,720x576,16:9,228.8.10.42,10042,228.8.9.42,9042,228.8.8.42,8042,,17073,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:mcmtop_sd.smil/playlist.m3u8,,228.8.8.42:8042,228.8.9.42:9042,228.8.10.42:10042,sfe2
74,Eurosport 2,erosport,,sfe2,sfe2,,,,233.7.70.81,5000,,,удовлетворительно,удовлетворительно,720x576,16:9,228.8.10.43,10043,228.8.9.43,9043,228.8.8.43,8043,,17074,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:erosport_sd.smil/playlist.m3u8,http://sfe2.rt.bradburylab.tv/live/%02d_%02d_erosport_576p/playlist.m3u8?DVR&start=%d&duration=%d,228.8.8.43:8043,228.8.9.43:9043,228.8.10.43:10043,sfe5
75,Stream:Drive,drive,,sfe2,,,,,233.99.61.219,5000,,,,удовлетворительно,720x576,4:3,228.8.10.21,10021,228.8.9.21,9021,228.8.8.21,8021,,17075,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:drive_sd.smil/playlist.m3u8,,228.8.8.21:8021,228.8.9.21:9021,228.8.10.21:10021,sfe2
76,Gulli,gulli,,sfe4,,,,,239.32.0.8,5000,,,удовлетворительно,удовлетворительно,704x576,4:3,228.8.10.81,10081,228.8.9.81,9081,228.8.8.81,8081,,17076,http://sfe4.rt.bradburylab.tv/live/_definst_/smil:gulli_sd.smil/playlist.m3u8,,228.8.8.81:8081,228.8.9.81:9081,228.8.10.81:10081,sfe4
77,Вопрос и ответ,voprosyiotvety,,sfe4,,,,,239.2.255.27,2020,,,удовлетворительно,удовлетворительно,720x576,4:3,228.8.10.19,10019,228.8.9.19,9019,228.8.8.19,8019,,17077,http://sfe4.rt.bradburylab.tv/live/_definst_/smil:voprosyiotvety_sd.smil/playlist.m3u8,,228.8.8.19:8019,228.8.9.19:9019,228.8.10.19:10019,sfe4
78,Eurosport,eurosport,,sfe4,sfe4,,,,233.7.70.45,5000,,,удовлетворительно,удовлетворительно,720x576,16:9,228.8.10.84,10084,228.8.9.84,9084,228.8.8.84,8084,,17078,http://sfe4.rt.bradburylab.tv/live/_definst_/smil:eurosport_sd.smil/playlist.m3u8,http://sfe4.rt.bradburylab.tv/live/%02d_%02d_eurosport_576p/playlist.m3u8?DVR&start=%d&duration=%d,228.8.8.84:8084,228.8.9.84:9084,228.8.10.84:10084,sfe5
79,Все ТВ,vsetv,,sfe2,,,,,226.100.10.1,2000,,,,удовлетворительно,720x576,4:3,228.8.10.86,10086,228.8.9.86,9086,228.8.8.86,8086,,17079,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:vsetv_sd.smil/playlist.m3u8,,,,,sfe2
80,КП,kp,,sfe3,,,,,239.32.0.16,5000,,,,удовлетворительно,720x576,4:3,228.8.10.88,10088,228.8.9.88,9088,228.8.8.88,8088,,17080,http://sfe3.rt.bradburylab.tv/live/_definst_/smil:kp_sd.smil/playlist.m3u8,,,,,sfe3
81,Просвещение,prosveshenie,,sfe3,,,,,239.32.0.3,5000,,,,удовлетворительно,720x576,4:3,228.8.10.89,10089,228.8.9.89,9089,228.8.8.89,8089,,17081,http://sfe3.rt.bradburylab.tv/live/_definst_/smil:prosveshenie_sd.smil/playlist.m3u8,,,,,sfe3
82,Bаby TV,babytv,,sfe3,,,,,239.32.0.35,5000,,,,удовлетворительно,544x576,4:3,228.8.10.90,10090,228.8.9.90,9090,228.8.8.90,8090,,17082,http://sfe3.rt.bradburylab.tv/live/_definst_/smil:babytv_sd.smil/playlist.m3u8,,,,,sfe3
83,AB Moteurs,abmoteurs,,sfe3,,,,,239.32.0.36,5000,,,,удовлетворительно,720x576,16:9,228.8.10.91,10091,228.8.9.91,9091,228.8.8.91,8091,,17083,http://sfe3.rt.bradburylab.tv/live/_definst_/smil:abmoteurs_sd.smil/playlist.m3u8,,,,,sfe5
84,Спас,spas,,sfe3,,,,, 233.132.142.40,1234,,,удовлетворительно,удовлетворительно,704x576,4:3,228.8.10.92,10092,228.8.9.92,9092,228.8.8.92,8092,,17084,http://sfe3.rt.bradburylab.tv/live/_definst_/smil:spas_sd.smil/playlist.m3u8,,,,,sfe3
85,Discovery Investigations,discoveryinvestigations,,sfe1,,,,,239.32.0.70,5000,,,,удовлетворительно,544x576,4:3,228.8.10.67,10067,228.8.9.67,9067,228.8.8.67,8067,,17085,http://sfe1.rt.bradburylab.tv/live/_definst_/smil:discoveryinvestigations_sd.smil/playlist.m3u8,,228.8.8.67:8067,228.8.9.67:9067,228.8.10.67:10067,sfe2
86,Discovery channel,discoverychannel,,sfe1,,,,,239.255.50.29,1234,,,,удовлетворительно,720x576,4:3,228.8.10.69,10069,228.8.9.69,9069,228.8.8.69,8069,,17086,http://sfe1.rt.bradburylab.tv/live/_definst_/smil:discoverychannel_sd.smil/playlist.m3u8,,228.8.8.69:8069,228.8.9.69:9069,228.8.10.69:10069,sfe2
87,Discovery Science,discoveryscience,,sfe1,,,,,239.2.255.94,2020,,,,удовлетворительно,704x576,4:3,228.8.10.68,10068,228.8.9.68,9068,228.8.8.68,8068,,17087,http://sfe1.rt.bradburylab.tv/live/_definst_/smil:discoveryscience_sd.smil/playlist.m3u8,,228.8.8.68:8068,228.8.9.68:9068,228.8.10.68:10068,sfe2
88,Discovery World,discoveryworld,,sfe2,,,,,239.2.255.95,2020,,,,удовлетворительно,704x576,4:3,228.8.10.10,10010,228.8.9.10,9010,228.8.8.10,8010,,17088,http://sfe2.rt.bradburylab.tv/live/_definst_/smil:discoveryworld_sd.smil/playlist.m3u8,,228.8.8.10:8010,228.8.9.10:9010,228.8.10.10:10010,sfe2
89,Animal Planet,animalplanet,,sfe4,,,,,239.255.50.28,1234,,,,удовлетворительно,704x576,4:3,228.8.10.80,10080,228.8.9.80,9080,228.8.8.80,8080,,17089,http://sfe4.rt.bradburylab.tv/live/_definst_/smil:animalplanet_sd.smil/playlist.m3u8,,228.8.8.80:8080,228.8.9.80:9080,228.8.10.80:10080,sfe4
90,TLC,tlc,,sfe3,,,,,239.255.50.30,1234,,,,,,,228.8.10.93,10093,228.8.9.93,9093,228.8.8.93,8093,,17090,http://sfe3.rt.bradburylab.tv/live/_definst_/smil:tlc_sd.smil/playlist.m3u8,,,,,sfe3
91,Общественное телевидение России,otr,,sfe3,,,,,239.255.136.26,1234,,,,,,,228.8.10.132,10132,228.8.9.132,9132,228.8.8.132,8132,,,,,,,,sfe3
234,Galaxy,galaxy,,sfe3,sfe3,,,,239.32.0.4,5000,,,,,,,228.8.10.133,10133,228.8.9.133,9133,228.8.8.133,8133,,,,,,,,sfe3
307,Cartoon Network,cartoon,,sfe3,sfe3,,,,233.99.61.131,5000,,,,,,,228.8.10.134,10134,228.8.9.134,9134,228.8.8.134,8134,,,,,,,,sfe3
315,Boomerang,boomerang,,sfe3,sfe3,,,,239.32.0.37,5000,,,,,,,228.8.10.135,10135,228.8.9.135,9135,228.8.8.135,8135,,,,,,,,sfe3
241,Park Razvlecheniy,park,,sfe3,sfe3,,,,239.2.255.102,2020,,,,,,,228.8.10.136,10136,228.8.9.136,9136,228.8.8.136,8136,,,,,,,,sfe3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Новые каналы,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,номер,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Amazing life,amazinglife,401,sfe3,sfe3,,,,233.7.70.21,5000,,,,,,,228.8.10.94,10094,228.8.9.94,9094,228.8.8.94,8094,,17091,,,,,,sfe3
,France 24,france24,30,sfe3,sfe3,,,,239.32.0.38,5000,,,,,,,228.8.10.95,10095,228.8.9.95,9095,228.8.8.95,8095,,17092,,,,,,sfe3
,Дождь,dojd,44,sfe3,sfe3,,,,239.32.0.75,5000,,,,,,,228.8.10.96,10096,228.8.9.96,9096,228.8.8.96,8096,,17093,,,,,,sfe3
,Детский,detskiy,304,sfe3,sfe3,,,,224.1.1.88,6000,,,,,,,228.8.10.97,10097,228.8.9.97,9097,228.8.8.97,8097,,17094,,,,,,sfe3
,ОСТ ТВ,octtb,243,sfe3,sfe3,,,,233.99.61.109,5000,,,,,,,228.8.10.98,10098,228.8.9.98,9098,228.8.8.98,8098,,17095,,,,,,sfe3
,Мир,mir,34,sfe3,sfe3,,,,224.1.1.67,6000,,,,,,,228.8.10.99,10099,228.8.9.99,9099,228.8.8.99,8099,,17096,,,,,,sfe3
,Мир24,mir24,40,sfe3,sfe3,,,,239.32.0.78,5000,,,,,,,228.8.10.100,10100,228.8.9.100,9100,228.8.8.100,8100,,17097,,,,,,sfe3
,Радость моя,radostmoya,305,sfe3,sfe3,,,,239.2.255.26,2020,,,,,,,228.8.10.101,10101,228.8.9.101,9101,228.8.8.101,8101,,17098,,,,,,sfe3
,ТРО,tpo,703,sfe3,sfe3,,,,239.2.255.60,2020,,,,,,,228.8.10.102,10102,228.8.9.102,9102,228.8.8.102,8102,,17099,,,,,,sfe3
,8 канал,8kanal,705,sfe3,sfe3,,,,239.2.255.50,2020,,,,,,,228.8.10.103,10103,228.8.9.103,9103,228.8.8.103,8103,,17100,,,,,,sfe3
,Юмор ТВ,ymortv,405,sfe3,sfe3,,,,233.99.61.76,5000,,,,,,,228.8.10.104,10104,228.8.9.104,9104,228.8.8.104,8104,,17101,,,,,,sfe3
,Arirang,arrirang,706,sfe3,sfe3,,,,239.32.0.74,5000,,,,,,,228.8.10.105,10105,228.8.9.105,9105,228.8.8.105,8105,,17102,,,,,,sfe3
,Мать и дитя ,matditya,308,sfe3,sfe3,,,,233.7.70.41,5000,,,,,,,228.8.10.106,10106,228.8.9.106,9106,228.8.8.106,8106,,17103,,,,,,sfe3
,Style TV,styletv,404,sfe3,sfe3,,,,233.99.61.195,5000,,,,,,,228.8.10.107,10107,228.8.9.107,9107,228.8.8.107,8107,,17104,,,,,,sfe3
,Раз ТВ,raztv,411,sfe3,sfe3,,,,233.132.142.47 ,1234,,,,,,,228.8.10.108,10108,228.8.9.108,9108,228.8.8.108,8108,,17105,,,,,,sfe3
,Успех,yspeh,42,sfe3,sfe3,,,,233.99.61.63,5000,,,,,,,228.8.10.109,10109,228.8.9.109,9109,228.8.8.109,8109,,17106,,,,,,sfe3
,Инва Медиа ТВ,invamedia,43,sfe3,sfe3,,,,239.32.0.76,5000,,,,,,,228.8.10.131,10131,228.8.9.131,9131,228.8.8.131,8131,,17107,,,,,,sfe3
,Феникс+Кино,fenixkino,115,sfe3,sfe3,,,,239.2.255.5,2020,,,,,,,228.8.10.111,10111,228.8.9.111,9111,228.8.8.111,8111,,17108,,,,,,sfe5
,Русский Роман,russkiyroman,131,sfe3,sfe3,,,,233.99.61.252,5000,,,,,,,228.8.10.112,10112,228.8.9.112,9112,228.8.8.112,8112,,17109,,,,,,sfe5
,Закон ТВ,zakontv,236,sfe3,sfe3,,,,239.32.0.13,5000,,,,,,,228.8.10.113,10113,228.8.9.113,9113,228.8.8.113,8113,,17110,,,,,,sfe5
,Кто есть Кто,ktoestkto,235,sfe3,sfe3,,,,239.32.0.21,5000,,,,,,,228.8.10.114,10114,228.8.9.114,9114,228.8.8.114,8114,,17111,,,,,,sfe3
,Nickelodeon,nickelodeion,301,sfe3,sfe3,,,,239.2.255.99,2020,,,,,,,228.8.10.115,10115,228.8.9.115,9115,228.8.8.115,8115,,17112,4,,,,,sfe3
,NickJ,nickJ,313,sfe3,sfe3,,,,239.32.0.56,5000,,,,,,,228.8.10.116,10116,228.8.9.116,9116,228.8.8.116,8116,,17113,,,,,,sfe3
,Vh1 European,vh1european,508,sfe3,sfe3,,,,233.99.61.138,5000,,,,,,,228.8.10.117,10117,228.8.9.117,9117,228.8.8.117,8117,,17114,,,,,,sfe5
,VH1 Classic,vh1classic,515,sfe3,sfe3,,,,239.32.0.52,5000,,,,,,,228.8.10.118,10118,228.8.9.118,9118,228.8.8.118,8118,,17115,,,,,,sfe5
,MTV Rocks,mtvrocks,514,sfe3,sfe3,,,,239.32.0.53,5000,,,,,,,228.8.10.119,10119,228.8.9.119,9119,228.8.8.119,8119,,17116,,,,,,sfe5
,MTV Hits,mtvhits,513,sfe3,sfe3,,,,239.32.0.54,5000,,,,,,,228.8.10.120,10120,228.8.9.120,9120,228.8.8.120,8120,,17117,,,,,,sfe5
,MTV Dance,mtvdance,512,sfe3,sfe3,,,,239.32.0.51,5000,,,,,,,228.8.10.121,10121,228.8.9.121,9121,228.8.8.121,8121,,17118,,,,,,sfe5
,КХЛ ,khl,603,sfe3,sfe3,,,,233.7.70.37,5000,,,,,,,228.8.10.122,10122,228.8.9.122,9122,228.8.8.122,8122,,17119,,,,,,sfe5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Пакет HD 2 (Внешние абоненты),,номер,,,,,,адрес,порт,,,,,,,,,,,,,,,,,,,,
,Eurosport HD,eurosporthd,901,sfe3,,,,,239.32.2.9,5000,,,,,,,228.8.10.123,10123,228.8.9.123,9123,228.8.8.123,8123,,17120,,,,,,sfe6
,Спорт 1 HD,sport1hd,902,sfe3,,,,,233.98.204.160,22222,,,,,,,228.8.10.124,10124,228.8.9.124,9124,228.8.8.124,8124,,17121,,,,,,sfe6
,Travel Channel HD,travelhd,906,sfe3,,,,,233.7.70.156,5000,,,,,,,228.8.10.125,10125,228.8.9.125,9125,228.8.8.125,8125,,17122,,,,,,sfe6
,Outdoor channel HD,outdoorhd,911,sfe3,,,,,239.32.2.16,5000,,,,,,,228.8.10.126,10126,228.8.9.126,9126,228.8.8.126,8126,,17123,,,,,,sfe6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Взрослый 2 (Внешние Абоненты),,номер,,,,,,адрес,порт,,,,,,,,,,,,,,,,,,,,
,Русская ночь,rysskayanoch,801,sfe3,,,,,239.255.50.59,1234,,,,,,,228.8.10.127,10127,228.8.9.127,9127,228.8.8.127,8127,,17124,,,,,,sfe5
,Blue Hustler,bluehastler,802,sfe3,,,,,224.1.2.51,6000,,,,,,,228.8.10.128,10128,228.8.9.128,9128,228.8.8.128,8128,,17125,,,,,,sfe5
,Playboy,playboy,803,sfe3,,,,,239.32.3.6,1025,,,,,,,228.8.10.129,10129,228.8.9.129,9129,228.8.8.129,8129,,17126,,,,,,sfe5
,XXL,xxl,804,sfe3,,,,,239.32.0.44,5000,,,,,,,228.8.10.130,10130,228.8.9.130,9130,228.8.8.130,8130,,17127,,,,,,sfe5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,сервер №1,sfe1,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,сервер №2,sfe2,27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,сервер №3,sfe3,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,сервер №4,sfe4,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,сервер №5,sfe5,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,сервер №5,sfe6,4
,,,Итого вещается:,131,,,,,,,,,,,,,,,,,,,,,,,,,,132
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,TLC,tlc,выключить,sfe1,,,,,239.255.50.30,1234,,,,удовлетворительно,704x576,4:3,228.8.10.34,10034,228.8.9.34,9034,228.8.8.34,8034,,,http://sfe1.rt.bradburylab.tv/live/_definst_/smil:tlc_sd.smil/playlist.m3u8,,228.8.8.34:8034,228.8.9.34:9034,228.8.10.34:10034,
91,ОлимпТВ,olimptv,выключить,sfe1,,,,,239.255.50.50,8000,,,,удовлетворительно,720x576,16:9,228.8.10.27,10027,228.8.9.27,9027,228.8.8.27,8027,,,http://sfe1.rt.bradburylab.tv/live/_definst_/smil:olimptv_sd.smil/playlist.m3u8,,228.8.8.27:8027,228.8.9.27:9027,228.8.10.27:10027,
